jmap -histo:live 17142

 num     #instances         #bytes  class name
 465:            22            880  ch.qos.logback.core.status.InfoStatus
 466:            46            864  [Ljava.lang.annotation.Annotation;
 467:            38            864  [Ljavax.servlet.jsp.tagext.FunctionInfo;
 468:            36            864  com.sun.org.apache.xerces.internal.impl.xs.traversers.SmallContainer
 469:            54            864  org.apache.commons.beanutils.converters.ConverterFacade
 470:             6            864  org.aspectj.weaver.ReferenceType
 471:            18            864  org.hibernate.validator.internal.util.ConcurrentReferenceHashMap
 472:            35            840  java.util.regex.Pattern$Single
 473:            15            840  javax.management.openmbean.ArrayType
 474:            35            840  org.apache.catalina.util.LifecycleSupport
 475:             5            840  org.springframework.web.servlet.tags.form.InputTag
 476:            46            832  [Ljavax.management.MBeanNotificationInfo;
 477:            34            816  java.util.Collections$SingletonList
 478:            20            800  com.sun.jmx.mbeanserver.MXBeanSupport
 479:             4            800  com.sun.org.apache.xerces.internal.impl.XMLDTDScannerImpl
 480:             9            792  org.aspectj.weaver.ResolvedType$Primitive
 481:            32            768  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$IdentityMapping
 482:             4            768  com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration
 483:            48            768  java.util.jar.Attributes
 484:            24            768  java.util.regex.Pattern$Branch
 485:            16            768  org.hsqldb.persist.HsqlProperties
 486:            16            768  sun.misc.URLClassPath
 487:             5            760  org.springframework.web.servlet.tags.form.ErrorsTag
 488:            31            744  com.sun.xml.bind.v2.runtime.unmarshaller.XsiTypeLoader
 489:            23            736  java.io.FileInputStream
 490:            23            736  org.joda.time.DateTimeFieldType$StandardDateTimeFieldType
 491:            46            736  org.springframework.expression.common.LiteralExpression
 492:            23            736  sun.management.DiagnosticCommandImpl$Wrapper
 493:            27            720  [Ljavax.xml.namespace.QName;
 494:            15            720  java.lang.management.PlatformComponent
 495:            15            720  java.util.concurrent.ConcurrentHashMap$TreeBin
 496:            30            720  java.util.regex.Pattern$Start
 497:            30            720  org.springframework.context.support.MessageSourceAccessor
 498:            18            720  org.springframework.web.method.HandlerMethod
 499:            43            704  [Ljavax.management.MBeanConstructorInfo;
 500:            18            704  [Lorg.apache.jasper.compiler.JspUtil$ValidAttribute;
 501:            44            704  ch.qos.logback.core.joran.spi.Pattern
 502:             4            704  com.sun.org.apache.xerces.internal.impl.dtd.XMLNSDTDValidator
 503:            22            704  org.xml.sax.helpers.LocatorImpl
 504:            29            696  com.sun.jmx.mbeanserver.PerInterface$MethodAndSig
 505:            29            696  org.jboss.logging.Slf4jLocationAwareLogger
 506:            21            672  com.sun.jmx.mbeanserver.WeakIdentityHashMap$IdentityWeakReference
 507:            28            672  java.security.Provider$UString
 508:            21            672  java.util.PropertyPermission
 509:             6            672  org.apache.taglibs.standard.tlv.JstlCoreTLV
 510:            41            656  com.sun.proxy.$Proxy0
 511:            41            656  com.sun.proxy.$Proxy5
 512:            27            648  com.sun.xml.bind.v2.runtime.unmarshaller.TextLoader
 513:            27            648  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject
 514:             8            640  [Lcom.sun.xml.bind.v2.util.QNameMap$Entry;
 515:             8            640  com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl
 516:            20            640  java.util.ArrayList$Itr
 517:             8            640  java.util.concurrent.ThreadPoolExecutor
 518:            10            640  org.springframework.core.type.classreading.AnnotationMetadataReadingVisitor
 519:            16            640  org.springframework.web.servlet.mvc.method.RequestMappingInfo
 520:            35            632  [Lorg.apache.catalina.LifecycleListener;
 521:            39            624  com.sun.proxy.$Proxy3
 522:            26            624  org.apache.tomcat.util.digester.ArrayStack
 523:            24            616  [Ljava.util.regex.Pattern$Node;
 524:            38            616  [Ljavax.servlet.jsp.tagext.TagFileInfo;
 525:            19            608  org.hibernate.validator.internal.util.ConcurrentReferenceHashMap$HashEntry
 526:            25            600  java.util.regex.Pattern$BitClass
 527:            25            600  org.apache.tomcat.util.res.StringManager
 528:            15            600  org.joda.time.tz.CachedDateTimeZone$Info
 529:            25            600  sun.nio.cs.CharsetMapping$Entry
 530:            24            576  org.aspectj.weaver.tools.PointcutPrimitive
 531:             3            560  [Ljava.lang.Character;
 532:             2            560  [Ljava.lang.Thread;
 533:            14            560  javax.management.openmbean.SimpleType
 534:             1            560  org.apache.catalina.core.StandardContext
 535:             5            560  org.apache.tomcat.util.digester.Digester
 536:            23            552  [Lsun.management.DiagnosticCommandArgumentInfo;
 537:            17            544  org.springframework.beans.factory.config.TypedStringValue
 538:             1            528  [Ljava.util.TimerTask;
 539:             1            528  [Lnet.sf.ehcache.concurrent.ReadWriteLockSync;
 540:             1            528  [Lnet.sf.ehcache.store.chm.SelectableConcurrentHashMap$Segment;
 541:             3            528  com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDValidator
 542:             6            528  com.sun.xml.bind.v2.runtime.ClassBeanInfoImpl
 543:            11            528  org.apache.catalina.util.Extension
 544:            11            528  org.apache.jasper.compiler.JDTCompiler
 545:            11            528  org.apache.jasper.compiler.JspReader
 546:            11            528  org.apache.jasper.compiler.ParserController
 547:             6            528  org.aspectj.weaver.reflect.Java15ReflectionBasedReferenceTypeDelegate
 548:            13            520  com.sun.jmx.mbeanserver.PerInterface
 549:            13            520  org.hsqldb.store.HashIndex
 550:             5            520  org.hsqldb.store.ValuePoolHashMap
 551:             4            512  com.sun.org.apache.xerces.internal.impl.XMLEntityManager
 552:            16            512  org.hibernate.validator.internal.engine.ConstraintTree
 553:            16            512  org.springframework.web.servlet.mvc.condition.PatternsRequestCondition
 554:            16            512  org.springframework.web.servlet.mvc.condition.ProducesRequestCondition$ProduceMediaTypeExpression
 555:             9            504  javax.management.openmbean.CompositeType
 556:             9            504  org.hsqldb.navigator.RowSetNavigatorClient
 557:            21            504  org.springframework.beans.factory.config.RuntimeBeanReference
 558:            21            504  org.xml.sax.helpers.AttributesImpl
 559:             9            488  [Lcom.sun.org.apache.xalan.internal.utils.XMLSecurityManager$State;
 560:            12            480  com.sun.org.apache.xerces.internal.impl.dtd.XMLEntityDecl
 561:             3            480  com.sun.org.apache.xerces.internal.impl.xs.SchemaGrammar$BuiltinSchemaGrammar
 562:             4            480  com.sun.org.apache.xerces.internal.jaxp.SAXParserImpl$JAXPSAXParser
 563:            15            480  com.sun.org.apache.xerces.internal.util.XMLResourceIdentifierImpl
 564:             6            480  com.sun.xml.bind.v2.model.impl.RuntimeClassInfoImpl
 565:            12            480  org.hsqldb.types.NumberType
 566:            20            480  org.springframework.beans.BeanMetadataAttribute
 567:            10            480  sun.util.locale.provider.LocaleResources$ResourceReference
 568:            18            472  [Lorg.springframework.core.MethodParameter;
 569:            12            464  [[I
 570:            29            464  com.sun.proxy.$Proxy6
 571:            19            456  org.apache.jasper.compiler.TldLocation
 572:            14            448  com.sun.xml.bind.v2.util.QNameMap$Entry
 573:            14            448  java.util.concurrent.locks.AbstractQueuedSynchronizer$Node
 574:             8            448  javax.management.openmbean.OpenMBeanParameterInfoSupport
 575:            14            448  org.apache.catalina.LifecycleState
 576:            28            448  org.hibernate.validator.internal.util.logging.Log_$logger
 577:             8            448  org.hsqldb.jdbc.JDBCConnection
 578:             7            448  org.hsqldb.types.DateTimeType
 579:            14            448  org.springframework.format.support.FormattingConversionService$AnnotationParserConverter
 580:            14            448  org.springframework.format.support.FormattingConversionService$AnnotationPrinterConverter
